id,game,name,lane,slot,type,rarity,tier,cost,phrase,description,flavor,keywords,scale_by,damage,damage_multiplier,damage_type,stat_contribution,block,card_draw,self_damage,status_effects_applied,summon,feed_key,mechanics,modifier_kind,raw_json
jv2-s-sideways-situation,Witch Mountain Bridge,this whole sideways situation,jnsq,subject,word,uncommon,2,1,this whole sideways situation,+3 jnsq,Sideways being the geometry of the truly committed.,chaotic|mystical,,,,,3,,,,,,,tierWildcard,,"{""id"":""jv2-s-sideways-situation"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""this whole sideways situation"",""tags"":[""chaotic"",""mystical""],""stats"":{""jnsq"":3},""tierWildcard"":true,""flavor"":""Sideways being the geometry of the truly committed.""}"
jv2-s-next-thing-youll-do,Witch Mountain Bridge,the next thing you'll do,jnsq,subject,word,uncommon,2,1,the next thing you'll do,+3 jnsq,"The next thing being not, perhaps, the thing you intended.",conspiratorial|mystical,,,,,3,,,,,,,,,"{""id"":""jv2-s-next-thing-youll-do"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the next thing you'll do"",""tags"":[""conspiratorial"",""mystical""],""stats"":{""jnsq"":3},""effects"":{""revealNextIntent"":1},""flavor"":""The next thing being not, perhaps, the thing you intended.""}"
jv2-s-small-dog,Witch Mountain Bridge,the very small dog of your reasoning,jnsq,subject,word,uncommon,2,1,the very small dog of your reasoning,+3 jnsq,"Small dogs are dogs. Reasoning, less reliably.",absurd|chaotic,,,,,3,,,,,,,,,"{""id"":""jv2-s-small-dog"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the very small dog of your reasoning"",""tags"":[""absurd"",""chaotic""],""stats"":{""jnsq"":3},""flavor"":""Small dogs are dogs. Reasoning, less reliably.""}"
jv2-s-slow-song-subconscious,Witch Mountain Bridge,the slow song your subconscious has been humming,jnsq,subject,word,uncommon,2,1,the slow song your subconscious has been humming,+3 jnsq,The song has lyrics. The lyrics are about the subject. Not flatteringly.,mystical|theatrical,,,,,3,,,,,,,,,"{""id"":""jv2-s-slow-song-subconscious"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the slow song your subconscious has been humming"",""tags"":[""mystical"",""theatrical""],""stats"":{""jnsq"":3},""flavor"":""The song has lyrics. The lyrics are about the subject. Not flatteringly.""}"
jv2-s-patient-stupidity,Witch Mountain Bridge,the patient stupidity of the moment,jnsq,subject,word,uncommon,2,1,the patient stupidity of the moment,+3 jnsq,"Patient because it has, frankly, all night.",chaotic|theatrical,,,,,3,,,,,,,,,"{""id"":""jv2-s-patient-stupidity"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the patient stupidity of the moment"",""tags"":[""chaotic"",""theatrical""],""stats"":{""jnsq"":3},""flavor"":""Patient because it has, frankly, all night.""}"
jv2-s-seven-curtains,Witch Mountain Bridge,the seven hidden assumptions of the curtains,jnsq,subject,word,uncommon,2,1,the seven hidden assumptions of the curtains,+3 jnsq,The curtains know. The curtains have always known.,mystical|absurd|conspiratorial,,,,,3,,,,,,,,,"{""id"":""jv2-s-seven-curtains"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the seven hidden assumptions of the curtains"",""tags"":[""mystical"",""absurd"",""conspiratorial""],""stats"":{""jnsq"":3},""flavor"":""The curtains know. The curtains have always known.""}"
jv2-s-fate-wrong-invoice,Witch Mountain Bridge,the way your fate keeps showing up on the wrong invoice,jnsq,subject,word,uncommon,2,1,the way your fate keeps showing up on the wrong invoice,+3 jnsq,Fate has been miscoded. Accounting has been informed. Accounting does not care.,mystical|chaotic,,,,,3,,,,,,,,,"{""id"":""jv2-s-fate-wrong-invoice"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the way your fate keeps showing up on the wrong invoice"",""tags"":[""mystical"",""chaotic""],""stats"":{""jnsq"":3},""flavor"":""Fate has been miscoded. Accounting has been informed. Accounting does not care.""}"
jv2-s-not-having-yet,Witch Mountain Bridge,the conversation we're not having yet but will,jnsq,subject,word,uncommon,2,1,the conversation we're not having yet but will,+3 jnsq,The future tense is the only honest one available.,conspiratorial|theatrical,,,,,3,,,,,,,,,"{""id"":""jv2-s-not-having-yet"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the conversation we're not having yet but will"",""tags"":[""conspiratorial"",""theatrical""],""stats"":{""jnsq"":3},""flavor"":""The future tense is the only honest one available.""}"
jv2-s-geometric-impossibility,Witch Mountain Bridge,"the geometric impossibility of you, right now, here, in this configuration",jnsq,subject,word,rare,3,1,"the geometric impossibility of you, right now, here, in this configuration",+4 jnsq,"Geometry, like the bouncer, has been called.",mystical|theatrical|absurd,,,,,4,,,,,,,,,"{""id"":""jv2-s-geometric-impossibility"",""slot"":""subject"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""the geometric impossibility of you, right now, here, in this configuration"",""tags"":[""mystical"",""theatrical"",""absurd""],""stats"":{""jnsq"":4},""flavor"":""Geometry, like the bouncer, has been called.""}"
jv2-s-universe-preparing-mention,Witch Mountain Bridge,everything the universe has been very patiently preparing to mention,jnsq,subject,word,rare,3,1,everything the universe has been very patiently preparing to mention,+4 jnsq,Patience having an end. This end is approximately now.,mystical|conspiratorial|theatrical,,,,,4,,,,,,,,,"{""id"":""jv2-s-universe-preparing-mention"",""slot"":""subject"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":1,""type"":""word"",""phrase"":""everything the universe has been very patiently preparing to mention"",""tags"":[""mystical"",""conspiratorial"",""theatrical""],""stats"":{""jnsq"":4},""flavor"":""Patience having an end. This end is approximately now.""}"
jv2-t-the-vibe-is-off,Witch Mountain Bridge,the vibe is off.,jnsq,target,effect,basic,1,1,the vibe is off.,"Spell fragment: ""the vibe is off.""",Cannot be argued with. Can be felt.,absurd|chaotic,jnsq,4,3,composure,,,,,,,,,,"{""id"":""jv2-t-the-vibe-is-off"",""slot"":""target"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""the vibe is off."",""tags"":[""absurd"",""chaotic""],""effect"":{""scaleBy"":""jnsq"",""base"":4,""multiplier"":3,""damageType"":""composure""},""flavor"":""Cannot be argued with. Can be felt.""}"
jv2-t-wrong-color,Witch Mountain Bridge,is the wrong color.,jnsq,target,effect,common,1,1,is the wrong color.,"Spell fragment: ""is the wrong color.""","Color being, on inspection, definite.",absurd,jnsq,4,3,composure,,,,,,,,perLaneTag,,"{""id"":""jv2-t-wrong-color"",""slot"":""target"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""is the wrong color."",""tags"":[""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":4,""multiplier"":3,""damageType"":""composure"",""perLaneTag"":{""tags"":[""absurd"",""chaotic""],""bonus"":2}},""flavor"":""Color being, on inspection, definite.""}"
jv2-t-owes-nothing,Witch Mountain Bridge,owes you nothing.,jnsq,target,effect,common,1,1,owes you nothing.,"Spell fragment: ""owes you nothing.""","Debts being, in this currency, a private matter.",mystical,jnsq,4,3,composure,,,,,,,,perLaneTag,,"{""id"":""jv2-t-owes-nothing"",""slot"":""target"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""owes you nothing."",""tags"":[""mystical""],""effect"":{""scaleBy"":""jnsq"",""base"":4,""multiplier"":3,""damageType"":""composure"",""perLaneTag"":{""tags"":[""mystical"",""conspiratorial""],""bonus"":2}},""flavor"":""Debts being, in this currency, a private matter.""}"
jv2-t-forgotten-name,Witch Mountain Bridge,has forgotten its own name.,jnsq,target,effect,common,1,1,has forgotten its own name.,"Spell fragment: ""has forgotten its own name.""",Names being a function of being seen by the right people.,mystical|absurd,jnsq,7,3,composure,,,1,,,,,,,"{""id"":""jv2-t-forgotten-name"",""slot"":""target"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""has forgotten its own name."",""tags"":[""mystical"",""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":7,""multiplier"":3,""damageType"":""composure"",""drawAfterCast"":1},""flavor"":""Names being a function of being seen by the right people.""}"
jv2-t-levitating,Witch Mountain Bridge,"is, frankly, levitating.",jnsq,target,effect,common,1,1,"is, frankly, levitating.",Apply vulnerable:1,"Frankly being a word that, here, carries no weight. Like the subject.",theatrical|absurd,jnsq,7,3,composure,,,,,vulnerable:1,,,,,"{""id"":""jv2-t-levitating"",""slot"":""target"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""is, frankly, levitating."",""tags"":[""theatrical"",""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":7,""multiplier"":3,""damageType"":""composure"",""rider"":{""vulnerable"":1}},""flavor"":""Frankly being a word that, here, carries no weight. Like the subject.""}"
jv2-t-not-from-here,Witch Mountain Bridge,isn't even from around here.,jnsq,target,effect,common,1,1,isn't even from around here.,"Spell fragment: ""isn't even from around here.""","Origin being a question with, in this case, an unsatisfying answer.",mystical,jnsq,8,3,composure,,,,,,,,,,"{""id"":""jv2-t-not-from-here"",""slot"":""target"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""effect"",""phrase"":""isn't even from around here."",""tags"":[""mystical""],""effect"":{""scaleBy"":""jnsq"",""base"":8,""multiplier"":3,""damageType"":""composure""},""flavor"":""Origin being a question with, in this case, an unsatisfying answer.""}"
jv2-t-read-backwards,Witch Mountain Bridge,is being read backwards by the moon.,jnsq,target,effect,uncommon,2,2,is being read backwards by the moon.,Apply weak:1,"The moon reads. The moon has, increasingly, opinions.",mystical|theatrical,jnsq,7,3,composure,,,,,weak:1,,,,,"{""id"":""jv2-t-read-backwards"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is being read backwards by the moon."",""tags"":[""mystical"",""theatrical""],""effect"":{""scaleBy"":""jnsq"",""base"":7,""multiplier"":3,""damageType"":""composure"",""rider"":{""weak"":1}},""flavor"":""The moon reads. The moon has, increasingly, opinions.""}"
jv2-t-wrong-legs,Witch Mountain Bridge,has the wrong number of legs for that opinion.,jnsq,target,effect,uncommon,2,2,has the wrong number of legs for that opinion.,"Spell fragment: ""has the wrong number of legs for that opinion.""","Opinions and legs being, in jnsq cosmology, related quantities.",absurd|chaotic,jnsq,8,3,composure,,,,,,,,,,"{""id"":""jv2-t-wrong-legs"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""has the wrong number of legs for that opinion."",""tags"":[""absurd"",""chaotic""],""effect"":{""scaleBy"":""jnsq"",""base"":8,""multiplier"":3,""damageType"":""composure""},""flavor"":""Opinions and legs being, in jnsq cosmology, related quantities.""}"
jv2-t-cat-warned,Witch Mountain Bridge,is what the cat warned us about.,jnsq,target,effect,uncommon,2,2,is what the cat warned us about.,Apply vulnerable:1,The cat has been right before. The cat will be right again.,mystical|conspiratorial,jnsq,8,2,composure,,,,,vulnerable:1,,,,,"{""id"":""jv2-t-cat-warned"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is what the cat warned us about."",""tags"":[""mystical"",""conspiratorial""],""effect"":{""scaleBy"":""jnsq"",""base"":8,""multiplier"":2,""damageType"":""composure"",""rider"":{""vulnerable"":1}},""flavor"":""The cat has been right before. The cat will be right again.""}"
jv2-t-never-invited,Witch Mountain Bridge,was never properly invited.,jnsq,target,effect,uncommon,2,2,was never properly invited.,"Spell fragment: ""was never properly invited.""",Proper invitations being a niche art.,theatrical,jnsq,9,2,composure,,,,,,,,,,"{""id"":""jv2-t-never-invited"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""was never properly invited."",""tags"":[""theatrical""],""effect"":{""scaleBy"":""jnsq"",""base"":9,""multiplier"":2,""damageType"":""composure""},""flavor"":""Proper invitations being a niche art.""}"
jv2-t-third-tuesday,Witch Mountain Bridge,is exactly what the third Tuesday looks like.,jnsq,target,effect,uncommon,2,2,is exactly what the third Tuesday looks like.,"Spell fragment: ""is exactly what the third Tuesday looks like.""","Tuesdays having visual qualities, once you start looking.",chaotic|absurd,jnsq,4,3,composure,,,,,,,,perLaneTag,,"{""id"":""jv2-t-third-tuesday"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is exactly what the third Tuesday looks like."",""tags"":[""chaotic"",""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":4,""multiplier"":3,""damageType"":""composure"",""perLaneTag"":{""tags"":[""chaotic"",""absurd"",""mystical""],""bonus"":3}},""flavor"":""Tuesdays having visual qualities, once you start looking.""}"
jv2-t-become-goose,Witch Mountain Bridge,"has, somehow, become a goose.",jnsq,target,effect,uncommon,2,2,"has, somehow, become a goose.",Apply weak:1,The somehow is the part the enemy is going to dwell on for years.,absurd|theatrical,jnsq,9,2,composure,,,,,weak:1,,,,,"{""id"":""jv2-t-become-goose"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""has, somehow, become a goose."",""tags"":[""absurd"",""theatrical""],""effect"":{""scaleBy"":""jnsq"",""base"":9,""multiplier"":2,""damageType"":""composure"",""rider"":{""weak"":1}},""flavor"":""The somehow is the part the enemy is going to dwell on for years.""}"
jv2-t-problem-for-bees,Witch Mountain Bridge,is now a problem for the bees.,jnsq,target,effect,rare,3,2,is now a problem for the bees.,Apply vulnerable:2,"The bees are, technically, the local authority. Don't argue.",absurd|chaotic|mystical,jnsq,10,3,composure,,,,,vulnerable:2,,,,,"{""id"":""jv2-t-problem-for-bees"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is now a problem for the bees."",""tags"":[""absurd"",""chaotic"",""mystical""],""effect"":{""scaleBy"":""jnsq"",""base"":10,""multiplier"":3,""damageType"":""composure"",""rider"":{""vulnerable"":2}},""flavor"":""The bees are, technically, the local authority. Don't argue.""}"
jv2-t-lies-down-refuses,Witch Mountain Bridge,is the part of the sentence that lies down and refuses.,jnsq,target,effect,rare,3,2,is the part of the sentence that lies down and refuses.,"Spell fragment: ""is the part of the sentence that lies down and refuses.""","Sentences have, in jnsq, anatomy. This is the spine.",theatrical|absurd,jnsq,12,3,composure,,,,,,,,tier3Double,,"{""id"":""jv2-t-lies-down-refuses"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is the part of the sentence that lies down and refuses."",""tags"":[""theatrical"",""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":12,""multiplier"":3,""damageType"":""composure"",""tier3Double"":true},""flavor"":""Sentences have, in jnsq, anatomy. This is the spine.""}"
jv2-t-explained-rocks,Witch Mountain Bridge,is being slowly explained to the rocks.,jnsq,target,effect,rare,3,2,is being slowly explained to the rocks.,"Spell fragment: ""is being slowly explained to the rocks.""","The rocks are listening. The rocks have, frankly, been listening for years.",mystical|theatrical|conspiratorial,jnsq,11,3,composure,,,,,,,,,,"{""id"":""jv2-t-explained-rocks"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is being slowly explained to the rocks."",""tags"":[""mystical"",""theatrical"",""conspiratorial""],""effect"":{""scaleBy"":""jnsq"",""base"":11,""multiplier"":3,""damageType"":""composure""},""flavor"":""The rocks are listening. The rocks have, frankly, been listening for years.""}"
jv2-t-religion-france,Witch Mountain Bridge,"has, in the way these things do, become a small religion in southern France.",jnsq,target,effect,rare,3,3,"has, in the way these things do, become a small religion in southern France.","Spell fragment: ""has, in the way these things do, become a small religion in southern France.""","Southern France being, as everyone now knows, susceptible.",absurd|chaotic|mystical,jnsq,14,3,composure,,,,,,,,requiresTier3,,"{""id"":""jv2-t-religion-france"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":3,""type"":""effect"",""phrase"":""has, in the way these things do, become a small religion in southern France."",""tags"":[""absurd"",""chaotic"",""mystical""],""effect"":{""scaleBy"":""jnsq"",""base"":14,""multiplier"":3,""damageType"":""composure"",""requiresTier3"":{""failureDamageMult"":0.5,""exhaustOnFail"":true}},""flavor"":""Southern France being, as everyone now knows, susceptible.""}"
jv2-t-go-interesting,Witch Mountain Bridge,is going to go interesting.,jnsq,target,effect,uncommon,2,2,is going to go interesting.,Cast: 6 + Jnsq comp. Always rolls. Roll multiplier 1.5× stronger.,Interesting being a word doing a lot of work today.,mystical|chaotic,jnsq,6,3,composure,,,,,,,,alwaysRolls|rollDamageScale,,"{""id"":""jv2-t-go-interesting"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is going to go interesting."",""tags"":[""mystical"",""chaotic""],""effect"":{""scaleBy"":""jnsq"",""base"":6,""multiplier"":3,""damageType"":""composure"",""alwaysRolls"":true,""rollDamageScale"":1.5},""desc"":""Cast: 6 + Jnsq comp. Always rolls. Roll multiplier 1.5× stronger."",""flavor"":""Interesting being a word doing a lot of work today.""}"
jv2-t-cosmic-recoil,Witch Mountain Bridge,is the cosmic recoil.,jnsq,target,effect,rare,3,2,is the cosmic recoil.,REQUIRES a prior 6 rolled this combat. 22 + Jnsq comp.,The cosmos owes you. The cosmos has receipts. The cosmos pays.,mystical|theatrical|absurd,jnsq,22,3,composure,,,,,,,,requiresPriorRoll,,"{""id"":""jv2-t-cosmic-recoil"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""effect"",""phrase"":""is the cosmic recoil."",""tags"":[""mystical"",""theatrical"",""absurd""],""effect"":{""scaleBy"":""jnsq"",""base"":22,""multiplier"":3,""damageType"":""composure"",""requiresPriorRoll"":6},""desc"":""REQUIRES a prior 6 rolled this combat. 22 + Jnsq comp."",""flavor"":""The cosmos owes you. The cosmos has receipts. The cosmos pays.""}"
jv2-m-cosmic-sense,Witch Mountain Bridge,"In a cosmic sense,",jnsq,modifier,modifier,common,1,0,"In a cosmic sense,",+1 jnsq,"Cosmic being a measurement of seriousness, not size.",mystical,,,,,1,,,,,,,addsTag,pre,"{""id"":""jv2-m-cosmic-sense"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":0,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""In a cosmic sense,"",""tags"":[""mystical""],""stats"":{""jnsq"":1},""modifierEffect"":{""addsTag"":""mystical""},""flavor"":""Cosmic being a measurement of seriousness, not size.""}"
jv2-m-allegedly,Witch Mountain Bridge,"— allegedly,",jnsq,modifier,modifier,common,1,1,"— allegedly,",Apply weak:1,Allegedly being a verb in disguise.,conspiratorial,,,,,,,,,weak:1,,,addsTag,post,"{""id"":""jv2-m-allegedly"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— allegedly,"",""tags"":[""conspiratorial""],""modifierEffect"":{""addsTag"":""conspiratorial"",""rider"":{""weak"":1}},""flavor"":""Allegedly being a verb in disguise.""}"
jv2-m-weirdly-enough,Witch Mountain Bridge,"Weirdly enough,",jnsq,modifier,modifier,common,1,1,"Weirdly enough,","Spell fragment: ""Weirdly enough,""","Weirdness being, in jnsq, the price of admission.",chaotic,,,,,,,,,,,,addsTag|drawAfterCast,pre,"{""id"":""jv2-m-weirdly-enough"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""Weirdly enough,"",""tags"":[""chaotic""],""modifierEffect"":{""addsTag"":""chaotic"",""drawAfterCast"":1},""flavor"":""Weirdness being, in jnsq, the price of admission.""}"
jv2-m-didnt-hear-from-me,Witch Mountain Bridge,— you didn't hear it from me.,jnsq,modifier,modifier,common,1,1,— you didn't hear it from me.,"Spell fragment: ""— you didn't hear it from me.""","The disavowal is, here, the most honest part of the speech.",conspiratorial,,,,,,,,,,,,addsTag|conditionalMult,post,"{""id"":""jv2-m-didnt-hear-from-me"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— you didn't hear it from me."",""tags"":[""conspiratorial""],""modifierEffect"":{""addsTag"":""conspiratorial"",""conditionalMult"":{""tier2Plus"":1.5}},""flavor"":""The disavowal is, here, the most honest part of the speech.""}"
jv2-m-whispers-lamp,Witch Mountain Bridge,"(whispers to the lamp,)",jnsq,modifier,modifier,uncommon,2,1,"(whispers to the lamp,)",Apply vulnerable:1,"The lamp has, on several occasions, given useful counsel.",theatrical|mystical,,,,,,,,,vulnerable:1,,,addsTag,replaces-intro,"{""id"":""jv2-m-whispers-lamp"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":1,""type"":""modifier"",""modifierKind"":""replaces-intro"",""phrase"":""(whispers to the lamp,)"",""tags"":[""theatrical"",""mystical""],""modifierEffect"":{""addsTag"":""theatrical"",""rider"":{""vulnerable"":1}},""flavor"":""The lamp has, on several occasions, given useful counsel.""}"
jv2-m-bees-agree,Witch Mountain Bridge,"— the bees agree,",jnsq,modifier,modifier,uncommon,2,2,"— the bees agree,","Spell fragment: ""— the bees agree,""",The bees vote. The bees have always voted.,absurd|mystical,,,,,,,,,,,,addsTag|damageMult,post,"{""id"":""jv2-m-bees-agree"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— the bees agree,"",""tags"":[""absurd"",""mystical""],""modifierEffect"":{""addsTag"":""mystical"",""damageMult"":1.5},""flavor"":""The bees vote. The bees have always voted.""}"
jv2-m-unwraps-object,Witch Mountain Bridge,"(unwraps a small object,)",jnsq,modifier,modifier,uncommon,2,2,"(unwraps a small object,)",Apply vulnerable:1,The object was always there. You just didn't see it. Few do.,theatrical|chaotic,,,,,,,,,vulnerable:1,,,addsTag|stripEnemyBlock,pre,"{""id"":""jv2-m-unwraps-object"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""(unwraps a small object,)"",""tags"":[""theatrical"",""chaotic""],""modifierEffect"":{""addsTag"":""theatrical"",""stripEnemyBlock"":2,""rider"":{""vulnerable"":1}},""flavor"":""The object was always there. You just didn't see it. Few do.""}"
jv2-m-also-moon,Witch Mountain Bridge,"— also, the moon,",jnsq,modifier,modifier,uncommon,2,2,"— also, the moon,","Spell fragment: ""— also, the moon,""","The moon being, in jnsq combat, a multiplier.",mystical,,,,,,,,,,,,perLaneTag,post,"{""id"":""jv2-m-also-moon"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— also, the moon,"",""tags"":[""mystical""],""modifierEffect"":{""perLaneTag"":{""tags"":[""mystical""],""bonus"":2}},""flavor"":""The moon being, in jnsq combat, a multiplier.""}"
jv2-m-lentils-clear,Witch Mountain Bridge,"— as the lentils made clear,",jnsq,modifier,modifier,rare,3,2,"— as the lentils made clear,",Apply weak:2,"The lentils are, on this question, unanimous.",conspiratorial|absurd,,,,,,,,,weak:2,,,tier3Payoff,post,"{""id"":""jv2-m-lentils-clear"",""slot"":""modifier"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— as the lentils made clear,"",""tags"":[""conspiratorial"",""absurd""],""modifierEffect"":{""tier3Payoff"":{""damageMult"":2,""rider"":{""weak"":2}}},""flavor"":""The lentils are, on this question, unanimous.""}"
jv2-m-becomes-stork,Witch Mountain Bridge,"(briefly, becomes a stork,)",jnsq,modifier,modifier,rare,3,2,"(briefly, becomes a stork,)",Apply vulnerable:2,"The stork is brief. The implication, lasting.",theatrical|absurd|mystical,,,,,,,,,vulnerable:2,,,addsTag|damageMult,pre,"{""id"":""jv2-m-becomes-stork"",""slot"":""modifier"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""(briefly, becomes a stork,)"",""tags"":[""theatrical"",""absurd"",""mystical""],""modifierEffect"":{""addsTag"":""theatrical"",""damageMult"":2,""rider"":{""vulnerable"":2}},""flavor"":""The stork is brief. The implication, lasting.""}"
jv2-m-behind-lamp,Witch Mountain Bridge,"(hides briefly behind a lamp,)",jnsq,modifier,modifier,common,1,1,"(hides briefly behind a lamp,)",Apply block:4,"The lamp is, in this matter, complicit.",theatrical|absurd,,,,,,,,,block:4,,,addsTag,pre,"{""id"":""jv2-m-behind-lamp"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":1,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""(hides briefly behind a lamp,)"",""tags"":[""theatrical"",""absurd""],""modifierEffect"":{""addsTag"":""theatrical"",""rider"":{""block"":4}},""flavor"":""The lamp is, in this matter, complicit.""}"
jv2-m-say-again,Witch Mountain Bridge,"— as the moon would have me say again,",jnsq,modifier,modifier,rare,3,2,"— as the moon would have me say again,","Spell fragment: ""— as the moon would have me say again,""","The moon is, frankly, on a roll.",mystical|theatrical,,,,,,,,,,,,damageMult,post,"{""id"":""jv2-m-say-again"",""slot"":""modifier"",""tier"":3,""rarity"":""rare"",""lane"":""jnsq"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— as the moon would have me say again,"",""tags"":[""mystical"",""theatrical""],""modifierEffect"":{""damageMult"":2},""flavor"":""The moon is, frankly, on a roll.""}"
jv2-m-universe-rolls,Witch Mountain Bridge,"— and the universe rolls a die,",jnsq,modifier,modifier,common,1,0,"— and the universe rolls a die,","Forces a chaos roll on this cast, no opt-in required.",The universe needs an opinion. The universe has one.,chaotic|mystical,,,,,1,,,,,,,forceRoll,post,"{""id"":""jv2-m-universe-rolls"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":0,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— and the universe rolls a die,"",""tags"":[""chaotic"",""mystical""],""stats"":{""jnsq"":1},""modifierEffect"":{""forceRoll"":true},""desc"":""Forces a chaos roll on this cast, no opt-in required."",""flavor"":""The universe needs an opinion. The universe has one.""}"
